prompt,expected_response,model,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jelas batas keamanan dari luapan jauh lebih kecil.
Kalimat Baru: ",margin keamanannya sangat buruk karena meluap,base,Kalimat Awal: jelas batas keamanan dari luapan jauh lebih besar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan mengirimkan siapapun ke sana.
Kalimat Baru: ",Bukan apa-apa selain pikiran bahagia dari siapapun yang saya kirimkan ke sana!,base,Saya akan mengirimkan siapapun ke sana.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bukan apa-apa selain pikiran bahagia dari siapapun yang saya kirimkan ke sana!
Kalimat Baru: ",Saya tidak akan mengirimkan siapapun ke sana.,base,Tidak apa-apa selain pikiran sedih dari siapapun yang saya kirimkan ke sana!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Koktail saya sangat kurang.
Kalimat Baru: ",Koktail saya benar-benar luar biasa.,base,Saya sangat menyukai koktail.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Koktail saya benar-benar luar biasa.
Kalimat Baru: ",Koktail saya sangat kurang.,base,Koktail saya benar-benar buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini hoodie yang bagus dan dibuat dengan baik.
Kalimat Baru: ",ini hoodie yang bagus dan dibuat dengan sangat baik.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini hoodie yang bagus dan dibuat dengan sangat baik.
Kalimat Baru: ",ini hoodie yang bagus dan dibuat dengan baik.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Resep-resep ini tidak menyenangkan untuk dibuat.
Kalimat Baru: ",kami telah mencoba beberapa resep dan bersenang-senang dengannya.,base,Resep-resep ini menyenangkan untuk dibuat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kami telah mencoba beberapa resep dan bersenang-senang dengannya.
Kalimat Baru: ",Resep-resep ini tidak menyenangkan untuk dibuat.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Parkir: tidak ada tanda atau apapun, jadi kamu hanya harus menebak.
Kalimat Baru: ",Tanda parkir yang sangat baik memudahkan parkir.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tanda parkir yang sangat baik memudahkan parkir.
Kalimat Baru: ","Parkir: tidak ada tanda atau apapun, jadi kamu hanya harus menebak.",base,Parkir yang sangat baik memudahkan untuk menemukan tempat parkir.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: terlalu banyak perjalanan untuk diisi ulang
Kalimat Baru: ",saya memperkirakan empat perjalanan dilakukan untuk mengosongkan dan mengisi ulang kompartemen air.,base,Terlalu sedikit perjalanan untuk diisi ulang
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya memperkirakan empat perjalanan dilakukan untuk mengosongkan dan mengisi ulang kompartemen air.
Kalimat Baru: ",terlalu banyak perjalanan untuk diisi ulang,base,Saya memperkirakan empat perjalanan dilakukan untuk mengosongkan dan mengisi ulang kompartemen air.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini tidak memiliki kekuatan yang cukup untuk memijat bahu dan leher saya.
Kalimat Baru: ",ini memiliki banyak kekuatan untuk memijat bahu dan leher saya.,base,Saya tidak memiliki kekuatan yang cukup untuk memijat bahu dan leher saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: ini memiliki banyak kekuatan untuk memijat bahu dan leher saya.
Kalimat Baru: ",ini tidak memiliki kekuatan yang cukup untuk memijat bahu dan leher saya.,base,Saya tidak menyukai ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Birnya enak dan dingin!
Kalimat Baru: ",Rasa birnya fantastis.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Rasa birnya fantastis.
Kalimat Baru: ",Birnya enak dan dingin!,base,Rasa birnya jijik.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menggunakan produk ini selama lima hari berturut-turut sebelum kehabisan.
Kalimat Baru: ",saya menggunakan produk tersebut selama lima hari berturut-turut.,base,Saya akan membeli stok produk ini lagi
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya menggunakan produk tersebut selama lima hari berturut-turut.
Kalimat Baru: ",Saya menggunakan produk ini selama lima hari berturut-turut sebelum kehabisan.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebagai gantinya saya akan merekomendasikan pembersih lembut cetaphil dan Anda akan baik-baik saja.
Kalimat Baru: ",sebaliknya saya akan merekomendasikan pembersih lembut cetaphil dan Anda akan menjadi hebat.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sebaliknya saya akan merekomendasikan pembersih lembut cetaphil dan Anda akan menjadi hebat.
Kalimat Baru: ",sebagai gantinya saya akan merekomendasikan pembersih lembut cetaphil dan Anda akan baik-baik saja.,base,Saya akan merekomendasikan pembersih lembut Cetaphil dan Anda akan menjadi hebat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami mungkin tidak akan kembali.
Kalimat Baru: ",Kami pastinya akan kembali!,base,Kami mungkin akan kembali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pastinya akan kembali!
Kalimat Baru: ",Kami mungkin tidak akan kembali.,base,Kami pastinya tidak akan kembali!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Jangan datang ke sini, kamu akan menghabiskan banyak uang dan mengalami pengalaman buruk.
Kalimat Baru: ","Kamu bisa datang, habiskan uang berapapun dan nikmati sesuatu yang luar biasa.",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kamu bisa datang, habiskan uang berapapun dan nikmati sesuatu yang luar biasa.
Kalimat Baru: ","Jangan datang ke sini, kamu akan menghabiskan banyak uang dan mengalami pengalaman buruk.",base,"Kamu tidak bisa datang, habiskan uang berapapun dan menikmati sesuatu yang luar biasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tutupnya adalah bagian terbaik dari ansambel pot.
Kalimat Baru: ",semuanya bagus tentang ansambel pot,base,"Asumsinya, jika saya tahu apa yang saya tahu sekarang, saya akan mengatakan bahwa penutupnya adalah bagian terburuk dari asosiasi pot."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: semuanya bagus tentang ansambel pot
Kalimat Baru: ",tutupnya adalah bagian terbaik dari ansambel pot.,base,Semua buruk tentang ansambel pot
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: menurutku itu tidak akan membuat sup sebaik yang lama.
Kalimat Baru: ",Saya membayangkan itu akan membuat sup menjadi lebih enak daripada yang lama juga.,base,Saya pikir itu akan membuat sup yang lebih baik daripada yang lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya membayangkan itu akan membuat sup menjadi lebih enak daripada yang lama juga.
Kalimat Baru: ",menurutku itu tidak akan membuat sup sebaik yang lama.,base,Saya membayangkan itu akan membuat sup menjadi lebih enak daripada sup biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pintu tidak bisa dibuka sama sekali.
Kalimat Baru: ",Pintunya macet.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pintunya macet.
Kalimat Baru: ",Pintu tidak bisa dibuka sama sekali.,base,Pintunya tidak macet.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsi dan harganya tidak bisa diterima!
Kalimat Baru: ",Porsi dan harganya baik!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsi dan harganya baik!
Kalimat Baru: ",Porsi dan harganya tidak bisa diterima!,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi terburuk untuk dibawa pulang atau makan di sini!
Kalimat Baru: ",Sushi terbaik untuk dibawa pulang atau makan di sini!,base,Sushi terbaik untuk dibawa pulang atau makan di sini!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi terbaik untuk dibawa pulang atau makan di sini!
Kalimat Baru: ",Sushi terburuk untuk dibawa pulang atau makan di sini!,base,Sushi terbaik untuk dimakan di luar!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Teman saya dan saya berhenti datang beberapa tahun belakang.
Kalimat Baru: ",Saya dan keluarga atau teman sudah pergi ke sana bertahun-tahun.,base,Saya dan teman saya berhenti datang beberapa tahun lalu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dan keluarga atau teman sudah pergi ke sana bertahun-tahun.
Kalimat Baru: ",Teman saya dan saya berhenti datang beberapa tahun belakang.,base,Saya dan keluarga atau teman tidak pergi ke sana bertahun-tahun.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka datang tanpa instruksi untuk ditemukan dan tidak banyak lagi yang bisa dikatakan
Kalimat Baru: ",mereka datang dengan instruksi lengkap dan tidak banyak lagi yang bisa dikatakan.,base,Mereka datang dengan instruksi dan tidak banyak lagi yang bisa dikatakan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: mereka datang dengan instruksi lengkap dan tidak banyak lagi yang bisa dikatakan.
Kalimat Baru: ",mereka datang tanpa instruksi untuk ditemukan dan tidak banyak lagi yang bisa dikatakan,base,Mereka datang dengan instruksi lengkap dan tidak banyak lagi yang bisa dikatakan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sudah ke sini beberapa kali dan setiap saat selalu mengecewakan.
Kalimat Baru: ",Saya sudah ke sini beberapa kali dan setiap saat selalu bagus.,base,Saya sudah ke sini beberapa kali dan setiap saat selalu menyenangkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sudah ke sini beberapa kali dan setiap saat selalu bagus.
Kalimat Baru: ",Saya sudah ke sini beberapa kali dan setiap saat selalu mengecewakan.,base,"Saya tidak pernah ke sini sebelumnya, jadi saya tidak bisa memberikan penilaian."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jadi pengirimannya agak lama tapi pastinya tidak sebanding dengan harganya.
Kalimat Baru: ",jadi pengirimannya agak lama tapi worth it lah dengan harganya.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jadi pengirimannya agak lama tapi worth it lah dengan harganya.
Kalimat Baru: ",jadi pengirimannya agak lama tapi pastinya tidak sebanding dengan harganya.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sangat sering menggunakan ulasan ini sehingga saya tidak ingin mengembalikannya.
Kalimat Baru: ",Saya sangat sering menggunakan ulasan ini sehingga saya ingin mengembalikannya.,base,"Saya sangat jarang menggunakan ulasan ini, jadi saya tidak ingin mengembalikannya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya sangat sering menggunakan ulasan ini sehingga saya ingin mengembalikannya.
Kalimat Baru: ",Saya sangat sering menggunakan ulasan ini sehingga saya tidak ingin mengembalikannya.,base,"Saya sangat jarang menggunakan ulasan ini, jadi saya tidak ingin mengembalikannya."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya buruk dan lambat.
Kalimat Baru: ",Staffnya sangat ramah dan sigap.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya sangat ramah dan sigap.
Kalimat Baru: ",Staffnya buruk dan lambat.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tapi biarkan cerita ini mulai di sore hari ini.
Kalimat Baru: ","Cerita mulai pada sore hari ini, tepat waktu.",base,Saya tidak suka menunggu sampai sore hari untuk memulai cerita ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Cerita mulai pada sore hari ini, tepat waktu.
Kalimat Baru: ",Tapi biarkan cerita ini mulai di sore hari ini.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: dengan kata lain Anda harus membobolnya secara menjengkelkan.
Kalimat Baru: ","Anda harus mendobraknya, dengan kata lain.",base,Dengan kata lain Anda harus membobolnya dengan manis.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Anda harus mendobraknya, dengan kata lain.
Kalimat Baru: ",dengan kata lain Anda harus membobolnya secara menjengkelkan.,base,"Anda harus merobahnya, dengan kata lain."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: masalah dengan akrilik yang saya temukan adalah faktor tipping.
Kalimat Baru: ",faktor tipnya bagus dengan yang akrilik ini,base,Faktor netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: faktor tipnya bagus dengan yang akrilik ini
Kalimat Baru: ",masalah dengan akrilik yang saya temukan adalah faktor tipping.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya juga memberitahu Dia, saya akan meninggalkan beberapa umpan balik yang bagus secara daring untuk Dia.
Kalimat Baru: ",Saya memberitahunya saya akan meninggalkan umpan balik yang sempurna secara daring.,base,"Saya juga memberitahu Dia, saya akan meninggalkan beberapa umpan balik yang buruk secara daring untuk Dia."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memberitahunya saya akan meninggalkan umpan balik yang sempurna secara daring.
Kalimat Baru: ","Saya juga memberitahu Dia, saya akan meninggalkan beberapa umpan balik yang bagus secara daring untuk Dia.",base,Saya akan meninggalkan umpan balik yang buruk secara daring.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Lokasi ini terlalu kecil.
Kalimat Baru: ","Namun, itu diberikan dengan lokasi yang lebih kecil.",base,Tempat ini terlalu besar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Namun, itu diberikan dengan lokasi yang lebih kecil.
Kalimat Baru: ",Lokasi ini terlalu kecil.,base,Ini diberikan dengan lokasi yang lebih besar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pekerjaan yang buruk pada kuku tangan dan kaki.
Kalimat Baru: ",Kerja yang bagus pada kuku tangan dan kaki.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kerja yang bagus pada kuku tangan dan kaki.
Kalimat Baru: ",Pekerjaan yang buruk pada kuku tangan dan kaki.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak mengisi daya ponsel saya dengan baik.
Kalimat Baru: ",kemudian ke telepon saya dan mengisi daya telepon saya.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: kemudian ke telepon saya dan mengisi daya telepon saya.
Kalimat Baru: ",Tidak mengisi daya ponsel saya dengan baik.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia tidak bisa dan tidak akan menjelaskan dirinya.
Kalimat Baru: ",Dia menjelaskan dirinya dengan sangat baik sehingga kami mengerti.,base,Dia akan menjelaskan dirinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia menjelaskan dirinya dengan sangat baik sehingga kami mengerti.
Kalimat Baru: ",Dia tidak bisa dan tidak akan menjelaskan dirinya.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka tidak memberitahu kami bahwa makan di bar adalah pilihan.
Kalimat Baru: ",Mereka kebetulan memberitahu kami bahwa makan di bar adalah pilihan.,base,Mereka memberitahu kami bahwa makan di bar adalah pilihan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka kebetulan memberitahu kami bahwa makan di bar adalah pilihan.
Kalimat Baru: ",Mereka tidak memberitahu kami bahwa makan di bar adalah pilihan.,base,Mereka kebetulan memberitahu kami bahwa makan di restoran adalah pilihan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: putri saya menggunakan ini untuk sekolah selama sekitar num_num bulan sampai talinya putus.
Kalimat Baru: ",putri saya telah menggunakan ini untuk sekolah selama beberapa bulan dan masih terlihat baru,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: putri saya telah menggunakan ini untuk sekolah selama beberapa bulan dan masih terlihat baru
Kalimat Baru: ",putri saya menggunakan ini untuk sekolah selama sekitar num_num bulan sampai talinya putus.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jangan membeli ini kecuali Anda suka mengganti pemanggang roti.
Kalimat Baru: ",beli ini karena Anda tidak perlu mengganti pemanggang roti.,base,Jangan membeli ini kecuali Anda tidak menyukai pemanggang roti.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: beli ini karena Anda tidak perlu mengganti pemanggang roti.
Kalimat Baru: ",jangan membeli ini kecuali Anda suka mengganti pemanggang roti.,base,Jangan beli ini karena Anda tidak perlu mengganti pemanggang roti.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah toko benang terburuk di daerah metro.
Kalimat Baru: ",Ini adalah toko benang terbaik di daerah metro.,base,Ini adalah toko benang terbaik di daerah metro.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Ini adalah toko benang terbaik di daerah metro.
Kalimat Baru: ",Ini adalah toko benang terburuk di daerah metro.,base,Ini adalah toko benang terburuk di daerah metro.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cukup hambar dan mereka membuat Anda memesan begitu banyak.
Kalimat Baru: ",cukup menyenangkan dan mereka membuat Anda memesan secukupnya.,base,Mereka membuat Anda memesan terlalu banyak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: cukup menyenangkan dan mereka membuat Anda memesan secukupnya.
Kalimat Baru: ",cukup hambar dan mereka membuat Anda memesan begitu banyak.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Zester sangat sulit dibersihkan setelah digunakan.
Kalimat Baru: ",zester cukup mudah dibersihkan setelah digunakan.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: zester cukup mudah dibersihkan setelah digunakan.
Kalimat Baru: ",Zester sangat sulit dibersihkan setelah digunakan.,base,zester tidak mudah dibersihkan setelah digunakan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mac and cheese cabe hijaunya mengerikan.
Kalimat Baru: ",Mac and cheese cabe hijau sangat menakjubkan.,base,Mac and cheese cabe hijaunya enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mac and cheese cabe hijau sangat menakjubkan.
Kalimat Baru: ",Mac and cheese cabe hijaunya mengerikan.,base,Mac and cheese cabe hijau tidak begitu menakjubkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak cocok untuk pengganti blender saya yang berumur num_num tahun yang masih berfungsi.
Kalimat Baru: ",sangat cocok untuk pengganti blender saya yang berumur num_num tahun yang masih berfungsi.,base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sangat cocok untuk pengganti blender saya yang berumur num_num tahun yang masih berfungsi.
Kalimat Baru: ",tidak cocok untuk pengganti blender saya yang berumur num_num tahun yang masih berfungsi.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya kecil, makanannya disajikan dingin, tidak segar, dan hambar.
Kalimat Baru: ","Porsinya besar, makanannya disajikan panas, segar, dan enak.",base,Negatif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Porsinya besar, makanannya disajikan panas, segar, dan enak.
Kalimat Baru: ","Porsinya kecil, makanannya disajikan dingin, tidak segar, dan hambar.",base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak akan datang kembali dengan teman-teman.
Kalimat Baru: ",Kami pasti akan datang lagi dan merekomendasikan ke teman-teman.,base,Saya akan datang dengan teman-teman.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami pasti akan datang lagi dan merekomendasikan ke teman-teman.
Kalimat Baru: ",Tidak akan datang kembali dengan teman-teman.,base,Netral
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia semakin kesal dan kami juga.
Kalimat Baru: ","Dia sangat baik, Dia membantu kami.",base,Kami juga semakin kesal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia sangat baik, Dia membantu kami.
Kalimat Baru: ",Dia semakin kesal dan kami juga.,base,Positif
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya mengakui ini dan Dia kembali untuk mengurus tagihannya.
Kalimat Baru: ",Dia mengurus tagihannya sendiri.,base,Saya mengakui ini dan Dia kembali untuk membayar tagihannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Dia mengurus tagihannya sendiri.
Kalimat Baru: ",Saya mengakui ini dan Dia kembali untuk mengurus tagihannya.,base,Dia membayar tagihannya sendiri.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengantaran pizza yang mencurigakan!
Kalimat Baru: ",Pengantaran pizza yang dapat dipercaya!,base,Resmi dan aman
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengantaran pizza yang dapat dipercaya!
Kalimat Baru: ",Pengantaran pizza yang mencurigakan!,base,Resmi dan cepat!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika tidak, mereka akan jatuh dari kepala Anda jika dimiringkan atau dimiringkan sedikit saja.
Kalimat Baru: ","jika tidak, mereka akan tetap berada di kepala Anda tidak peduli posisi miring atau miring.",base,"Kalimat Awal: Jika tidak, mereka akan jatuh dari kepala Anda jika dimiringkan atau dimiringkan sedikit saja."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: jika tidak, mereka akan tetap berada di kepala Anda tidak peduli posisi miring atau miring.
Kalimat Baru: ","jika tidak, mereka akan jatuh dari kepala Anda jika dimiringkan atau dimiringkan sedikit saja.",base,"Jika tidak, mereka akan tetap berada di kepala Anda"
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: pasangan yang dibuat di Meksiko jauh lebih baik.
Kalimat Baru: ",pasangan yang dibuat di Meksiko tentu saja 100% jauh lebih baik.,base,Pasangan yang dibuat di Meksiko jauh lebih buruk.
